사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.24,2호선,237,당산,38 ,5 ,8437 ,3581 ,19184 ,13232 ,45451 ,26817 ,56058 ,74448 ,35129 ,32298 ,26538 ,18261 ,26526 ,18232 ,27763 ,22062 ,26412 ,25146 ,25316 ,28969 ,28005 ,38539 ,33863 ,42882 ,48798 ,55572 ,61306 ,75927 ,27991 ,51633 ,23254 ,35946 ,22417 ,36218 ,19905 ,33683 ,9641 ,22098 ,1601 ,5796 ,6 ,288 ,1 ,4 ,0 ,0 
Dec.24,2호선,238,합정,144 ,17 ,10743 ,2763 ,17196 ,12934 ,39929 ,31785 ,52120 ,91109 ,35056 ,83988 ,29807 ,55263 ,32513 ,54793 ,39464 ,58775 ,43749 ,65084 ,48444 ,59453 ,53249 ,63379 ,64102 ,76938 ,83748 ,95250 ,115832 ,124809 ,79721 ,84091 ,69319 ,47927 ,78442 ,40468 ,75061 ,35186 ,40030 ,24462 ,6990 ,8825 ,96 ,529 ,0 ,0 ,0 ,0 
Dec.24,2호선,239,홍대입구,1049 ,42 ,27732 ,3512 ,30605 ,18580 ,58753 ,41522 ,77554 ,109714 ,62850 ,135123 ,61991 ,120305 ,72275 ,148895 ,84613 ,178785 ,99156 ,196935 ,116999 ,189502 ,143742 ,194108 ,177608 ,204803 ,205159 ,229487 ,226142 ,258945 ,191728 ,189474 ,193838 ,118438 ,224831 ,95564 ,214804 ,80155 ,105392 ,54011 ,14434 ,19886 ,174 ,2714 ,0 ,31 ,0 ,0 
Dec.24,2호선,240,신촌,92 ,2 ,7255 ,2658 ,14327 ,16851 ,35325 ,33304 ,52014 ,82001 ,40327 ,90428 ,41413 ,70462 ,51052 ,70994 ,65076 ,74849 ,69179 ,82757 ,73213 ,72077 ,83518 ,69650 ,102201 ,79774 ,110382 ,99517 ,102771 ,123595 ,75115 ,82801 ,79945 ,51280 ,83273 ,45899 ,79520 ,41656 ,36194 ,27666 ,6044 ,7492 ,28 ,246 ,1 ,16 ,0 ,0 
Dec.24,2호선,241,이대,32 ,0 ,3480 ,832 ,9156 ,6812 ,27199 ,14684 ,38270 ,44780 ,24475 ,39236 ,20971 ,33798 ,23502 ,27262 ,29892 ,31514 ,30263 ,33868 ,29981 ,28891 ,35178 ,30257 ,40246 ,31965 ,48654 ,38883 ,41639 ,48839 ,25813 ,36138 ,21602 ,25719 ,22007 ,25541 ,18096 ,25232 ,6825 ,16954 ,977 ,5101 ,11 ,154 ,0 ,6 ,0 ,0 
Dec.24,2호선,242,아현,31 ,1 ,4505 ,872 ,10347 ,4284 ,28477 ,10751 ,41546 ,21495 ,25383 ,13305 ,19232 ,12162 ,18249 ,11157 ,20783 ,12976 ,21031 ,14712 ,18138 ,15973 ,19511 ,18926 ,22388 ,21774 ,22345 ,26534 ,20821 ,34555 ,13003 ,25726 ,9737 ,18668 ,7180 ,17881 ,5521 ,16878 ,2378 ,9743 ,440 ,3094 ,1 ,73 ,0 ,1 ,0 ,0 
Dec.24,2호선,243,충정로(경기대입구),19 ,0 ,3404 ,1105 ,6424 ,6545 ,15153 ,23188 ,21778 ,61149 ,15509 ,27597 ,12521 ,13652 ,13860 ,12271 ,14349 ,12705 ,15319 ,15042 ,15227 ,14047 ,16607 ,14269 ,20336 ,16175 ,34199 ,19847 ,46058 ,23937 ,16008 ,16156 ,11749 ,11712 ,10820 ,11756 ,7646 ,10649 ,3537 ,6751 ,789 ,2202 ,6 ,108 ,0 ,0 ,0 ,0 
Dec.24,2호선,244,용답,7 ,0 ,2307 ,270 ,3107 ,1270 ,8127 ,1945 ,13311 ,3444 ,7875 ,3546 ,5740 ,2858 ,5086 ,2849 ,5359 ,3268 ,5382 ,3916 ,4960 ,4051 ,4922 ,5081 ,5832 ,6426 ,5891 ,7490 ,4435 ,11179 ,2692 ,7566 ,1961 ,5574 ,1380 ,6661 ,1169 ,6199 ,565 ,4048 ,138 ,1272 ,1 ,9 ,0 ,0 ,0 ,0 
Dec.24,2호선,245,신답,5 ,0 ,1226 ,59 ,1974 ,771 ,6096 ,869 ,10606 ,1696 ,4448 ,874 ,2859 ,1098 ,2329 ,1162 ,2337 ,1563 ,2389 ,1664 ,2052 ,2094 ,2073 ,2982 ,2266 ,4123 ,2333 ,5213 ,2034 ,9469 ,1005 ,6258 ,688 ,3683 ,592 ,3889 ,367 ,3219 ,184 ,2098 ,33 ,577 ,0 ,7 ,0 ,0 ,0 ,0 
Dec.24,2호선,246,신설동,38 ,1 ,1047 ,358 ,1467 ,2080 ,4779 ,5119 ,8222 ,12786 ,5429 ,9288 ,5024 ,8387 ,6179 ,7853 ,8001 ,7795 ,8146 ,8229 ,8917 ,6991 ,9769 ,6388 ,10548 ,5540 ,11918 ,6107 ,12549 ,7524 ,4700 ,5411 ,3004 ,4016 ,2723 ,3483 ,1687 ,3432 ,804 ,2301 ,154 ,863 ,3 ,160 ,0 ,1 ,0 ,0 
Dec.24,2호선,247,도림천,0 ,0 ,333 ,308 ,1232 ,911 ,3148 ,3929 ,3458 ,5904 ,2312 ,2274 ,2633 ,1746 ,1959 ,1557 ,2404 ,1973 ,2023 ,1952 ,2366 ,1794 ,2562 ,1655 ,3121 ,2175 ,3094 ,2635 ,3519 ,3223 ,1721 ,2600 ,899 ,2005 ,922 ,1780 ,501 ,1381 ,162 ,1023 ,38 ,381 ,3 ,4 ,1 ,0 ,0 ,0 
Dec.24,2호선,248,양천구청,57 ,1 ,4825 ,864 ,11513 ,2440 ,30907 ,4681 ,28537 ,9206 ,17807 ,5092 ,13341 ,4743 ,12055 ,5427 ,11945 ,7131 ,10801 ,8662 ,8998 ,9600 ,9326 ,12802 ,10588 ,15685 ,10109 ,21159 ,9254 ,29260 ,4128 ,22908 ,3216 ,14721 ,2710 ,14456 ,2135 ,12006 ,722 ,9068 ,184 ,2732 ,0 ,52 ,0 ,0 ,0 ,0 
Dec.24,2호선,249,신정네거리,104 ,0 ,8210 ,777 ,16661 ,2710 ,47561 ,4169 ,44410 ,10759 ,25863 ,8337 ,19288 ,7914 ,17802 ,9326 ,17807 ,11057 ,16232 ,12808 ,14154 ,14603 ,13755 ,19006 ,15020 ,24435 ,13991 ,32147 ,11628 ,47108 ,7300 ,34811 ,5700 ,20576 ,4694 ,20447 ,3697 ,18057 ,1746 ,11456 ,358 ,3525 ,1 ,203 ,0 ,0 ,0 ,0 
Dec.24,2호선,250,용두(동대문구청),42 ,1 ,1023 ,70 ,1707 ,872 ,5323 ,2547 ,9323 ,5532 ,5074 ,3676 ,4075 ,4248 ,4091 ,4028 ,4767 ,3986 ,4903 ,5226 ,5799 ,4863 ,5909 ,5289 ,5907 ,5292 ,5635 ,6091 ,5743 ,9228 ,2680 ,5790 ,1959 ,3624 ,1695 ,3491 ,889 ,2572 ,371 ,1711 ,67 ,567 ,0 ,3 ,0 ,0 ,0 ,0 
Dec.24,3호선,309,지축,33 ,1 ,3111 ,695 ,11848 ,4670 ,30190 ,6166 ,31235 ,11815 ,17526 ,7329 ,12765 ,6193 ,10840 ,6634 ,11616 ,8054 ,11294 ,9679 ,10415 ,9562 ,12255 ,12181 ,12915 ,15310 ,13182 ,19953 ,11248 ,29389 ,7354 ,23524 ,6049 ,15786 ,5292 ,14514 ,4408 ,12537 ,1871 ,7135 ,272 ,1346 ,1 ,14 ,0 ,0 ,0 ,0 
Dec.24,3호선,310,구파발,193 ,7 ,12318 ,1584 ,32215 ,10600 ,83561 ,20254 ,81130 ,27927 ,48962 ,25248 ,35393 ,27308 ,35085 ,28357 ,35383 ,29603 ,34645 ,33647 ,36660 ,33174 ,40291 ,35491 ,44627 ,43010 ,42453 ,52491 ,32547 ,76334 ,21283 ,62721 ,17523 ,38271 ,15729 ,35047 ,11928 ,30809 ,3419 ,22429 ,649 ,9250 ,17 ,657 ,0 ,0 ,0 ,0 
Dec.24,3호선,311,연신내,287 ,4 ,24815 ,1791 ,46759 ,12817 ,112022 ,20604 ,136545 ,33773 ,83221 ,33867 ,59699 ,34509 ,57503 ,38123 ,61549 ,40943 ,58694 ,45622 ,54867 ,49788 ,56880 ,61808 ,62757 ,71549 ,55573 ,91292 ,47963 ,128755 ,34501 ,106806 ,29199 ,65990 ,26095 ,62138 ,21672 ,53773 ,10363 ,35515 ,1780 ,12340 ,18 ,136 ,0 ,0 ,0 ,0 
Dec.24,3호선,312,불광,16 ,2 ,9462 ,1506 ,18522 ,6218 ,50807 ,10749 ,62004 ,29717 ,38120 ,26776 ,29021 ,24484 ,27264 ,25351 ,28979 ,27761 ,28875 ,31149 ,29942 ,30806 ,32395 ,35296 ,32952 ,39357 ,31138 ,45382 ,30429 ,59789 ,17720 ,46760 ,14557 ,30212 ,12201 ,27679 ,8131 ,25028 ,3666 ,14865 ,632 ,5007 ,2 ,79 ,0 ,0 ,0 ,0 
Dec.24,3호선,313,녹번,65 ,2 ,9496 ,531 ,24350 ,3337 ,68066 ,7599 ,75868 ,16835 ,43876 ,10319 ,29621 ,9852 ,25728 ,11210 ,24788 ,13268 ,23394 ,15248 ,20177 ,17968 ,19179 ,22733 ,20309 ,30627 ,20587 ,39483 ,20362 ,61560 ,10271 ,50262 ,7783 ,31547 ,6487 ,28631 ,4564 ,26757 ,1700 ,15659 ,270 ,4576 ,1 ,59 ,0 ,0 ,0 ,0 
Dec.24,3호선,314,홍제,92 ,8 ,9892 ,1393 ,22243 ,7307 ,61464 ,10218 ,68865 ,23672 ,45256 ,19235 ,34636 ,19038 ,32305 ,19130 ,34174 ,21344 ,31145 ,23581 ,29884 ,26799 ,30245 ,33244 ,32622 ,38670 ,31522 ,47317 ,27371 ,62680 ,15275 ,50874 ,12442 ,33761 ,10163 ,30328 ,7499 ,26390 ,2995 ,15743 ,414 ,4455 ,9 ,48 ,2 ,2 ,0 ,0 
Dec.24,3호선,315,무악재,4 ,1 ,1917 ,164 ,5206 ,1310 ,15857 ,2887 ,18995 ,5441 ,11851 ,3585 ,8973 ,3543 ,7944 ,3919 ,7210 ,4651 ,6750 ,5310 ,6478 ,6130 ,5810 ,7694 ,6585 ,9665 ,6939 ,11998 ,6977 ,16425 ,3433 ,13624 ,2431 ,8874 ,1933 ,8483 ,1390 ,7271 ,585 ,4963 ,92 ,1360 ,1 ,28 ,0 ,0 ,0 ,0 
Dec.24,3호선,316,독립문,155 ,3 ,4771 ,812 ,5867 ,5891 ,14583 ,14443 ,18893 ,22293 ,15795 ,19200 ,14789 ,15766 ,16670 ,11679 ,17197 ,12457 ,15276 ,13580 ,15426 ,12822 ,17510 ,14001 ,18789 ,14605 ,17800 ,15689 ,15739 ,16630 ,8006 ,13974 ,6058 ,10073 ,4880 ,8937 ,3435 ,8059 ,1314 ,4815 ,280 ,2170 ,9 ,759 ,0 ,39 ,0 ,0 
Dec.24,3호선,317,경복궁(정부서울청사),21 ,2 ,2152 ,1594 ,5780 ,13579 ,12695 ,39056 ,19728 ,124982 ,20368 ,81351 ,20356 ,57844 ,29399 ,55909 ,34063 ,54572 ,43046 ,56173 ,54087 ,51932 ,65221 ,49668 ,81852 ,48129 ,99801 ,47951 ,112282 ,44369 ,50710 ,29619 ,45217 ,16534 ,43584 ,12833 ,27900 ,11224 ,10021 ,6290 ,1509 ,1895 ,32 ,57 ,0 ,0 ,0 ,0 
Dec.24,3호선,318,안국,25 ,0 ,1782 ,1926 ,2882 ,24483 ,5959 ,87051 ,9505 ,119903 ,13780 ,89558 ,19139 ,68574 ,27881 ,71009 ,38515 ,63030 ,43170 ,60809 ,55314 ,57209 ,71027 ,52614 ,94769 ,45661 ,131816 ,42504 ,125346 ,33363 ,60052 ,17547 ,50311 ,9100 ,43285 ,7315 ,24967 ,6343 ,7278 ,3461 ,1303 ,1132 ,24 ,19 ,0 ,0 ,0 ,0 
Dec.24,3호선,319,종로3가,38 ,0 ,860 ,1165 ,1347 ,6312 ,1997 ,15656 ,3126 ,42384 ,5376 ,42819 ,8472 ,37159 ,11399 ,32012 ,13811 ,28950 ,16019 ,27465 ,19806 ,25447 ,24373 ,23975 ,29865 ,23609 ,44008 ,22228 ,53762 ,20366 ,28359 ,11751 ,20235 ,6792 ,22409 ,5767 ,18350 ,4450 ,7544 ,2915 ,1075 ,1070 ,5 ,37 ,2 ,1 ,0 ,0 
Dec.24,3호선,320,을지로3가,11 ,0 ,832 ,1127 ,1525 ,9647 ,3879 ,34558 ,6440 ,75916 ,8413 ,33264 ,10998 ,18281 ,12576 ,16831 ,13581 ,15936 ,15057 ,16680 ,18343 ,14972 ,21018 ,15894 ,25288 ,19256 ,47081 ,23518 ,66766 ,26170 ,29913 ,14994 ,23219 ,7689 ,23946 ,5892 ,20466 ,4468 ,10816 ,2672 ,1750 ,856 ,13 ,14 ,0 ,0 ,0 ,0 
Dec.24,3호선,321,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,10 ,0 ,9 ,0 ,9 ,0 ,9 ,0 ,10 ,0 ,17 ,0 ,25 ,0 ,48 ,0 ,86 ,0 ,77 ,0 ,28 ,0 ,26 ,0 ,33 ,0 ,28 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Dec.24,3호선,322,동대입구,19 ,0 ,1643 ,1059 ,2694 ,8706 ,4569 ,15902 ,8102 ,52863 ,7802 ,35179 ,9942 ,31759 ,12569 ,25950 ,12226 ,22386 ,17547 ,26206 ,20376 ,20440 ,21688 ,18275 ,27905 ,21842 ,39041 ,24723 ,43107 ,24755 ,25546 ,12207 ,27360 ,6544 ,25041 ,6285 ,18826 ,4854 ,4841 ,2998 ,634 ,1132 ,5 ,77 ,0 ,0 ,0 ,0 
Dec.24,3호선,323,약수,133 ,6 ,6203 ,1023 ,9396 ,6233 ,23506 ,13460 ,34881 ,32603 ,26216 ,21253 ,19869 ,16791 ,19266 ,17082 ,21071 ,16907 ,21650 ,17760 ,21231 ,19666 ,22714 ,21783 ,24295 ,25910 ,28953 ,32417 ,31365 ,41759 ,18708 ,26465 ,15928 ,18909 ,15899 ,16995 ,12263 ,15983 ,5716 ,9226 ,1075 ,3787 ,40 ,610 ,0 ,9 ,0 ,0 
Dec.24,3호선,324,금호,77 ,6 ,4277 ,565 ,9462 ,2536 ,25374 ,4830 ,37052 ,9119 ,23094 ,7538 ,16058 ,7136 ,14042 ,7611 ,13823 ,9042 ,12786 ,10885 ,11666 ,12406 ,11428 ,15151 ,12375 ,17702 ,13378 ,22584 ,11924 ,29856 ,8456 ,22386 ,5969 ,15289 ,4686 ,13683 ,3831 ,13136 ,2009 ,6899 ,413 ,2118 ,8 ,14 ,0 ,0 ,0 ,0 
Dec.24,3호선,325,옥수,167 ,0 ,2881 ,917 ,8528 ,3864 ,21273 ,7365 ,31101 ,12716 ,21635 ,10416 ,16456 ,8632 ,15636 ,11090 ,15090 ,12559 ,15302 ,14175 ,15568 ,14745 ,15838 ,17868 ,16755 ,20478 ,18438 ,26798 ,16787 ,33572 ,11339 ,24711 ,8870 ,17271 ,8360 ,15950 ,5496 ,14530 ,2244 ,7133 ,424 ,2214 ,0 ,14 ,0 ,0 ,0 ,0 
Dec.24,3호선,326,압구정,56 ,0 ,2973 ,2476 ,7822 ,24043 ,14891 ,46984 ,23740 ,135337 ,20872 ,146729 ,26720 ,82517 ,33606 ,71891 ,41394 ,59172 ,46963 ,58963 ,59277 ,55371 ,69271 ,53014 ,80875 ,54133 ,105279 ,69017 ,132173 ,68069 ,92395 ,36707 ,76508 ,18189 ,60315 ,15536 ,43947 ,12346 ,13452 ,6796 ,2088 ,2489 ,12 ,283 ,0 ,0 ,0 ,0 
Dec.24,3호선,327,신사,77 ,7 ,3619 ,1790 ,6336 ,17335 ,11073 ,40105 ,17110 ,99902 ,15739 ,131618 ,19755 ,68513 ,26612 ,51270 ,30779 ,47269 ,37531 ,49479 ,45792 ,46784 ,54164 ,44409 ,65485 ,50275 ,91686 ,63048 ,119639 ,72756 ,86105 ,39413 ,61286 ,19614 ,66834 ,15467 ,54459 ,12457 ,26242 ,8386 ,4184 ,3448 ,9 ,80 ,0 ,0 ,0 ,0 
Dec.24,3호선,328,잠원,4 ,0 ,1355 ,916 ,4431 ,9358 ,12061 ,7127 ,18490 ,9511 ,11449 ,6898 ,9094 ,5338 ,9042 ,6024 ,8708 ,6691 ,8621 ,7352 ,8155 ,7734 ,9893 ,8638 ,14064 ,8809 ,13643 ,11908 ,9554 ,14365 ,5659 ,9849 ,3879 ,7235 ,3433 ,7687 ,2325 ,7147 ,703 ,3838 ,141 ,1300 ,1 ,11 ,0 ,0 ,0 ,0 
Dec.24,3호선,329,고속터미널,212 ,3 ,5948 ,4044 ,7512 ,34103 ,24584 ,47268 ,46726 ,75961 ,56527 ,102687 ,64050 ,113076 ,80445 ,123134 ,95731 ,117143 ,106441 ,117516 ,127561 ,124567 ,148432 ,130477 ,159690 ,127254 ,165369 ,131313 ,154380 ,129197 ,132028 ,83134 ,142076 ,54666 ,84853 ,43795 ,50850 ,30008 ,17301 ,13887 ,1901 ,2591 ,2 ,48 ,0 ,0 ,0 ,0 
Dec.24,3호선,330,교대(법원.검찰청),58 ,0 ,1979 ,625 ,4525 ,6952 ,9463 ,16455 ,15409 ,45647 ,13522 ,36746 ,15138 ,18456 ,19832 ,13797 ,22221 ,13293 ,28164 ,13777 ,34622 ,12521 ,36255 ,11914 ,38490 ,13881 ,55220 ,20389 ,67478 ,23143 ,34947 ,12079 ,33869 ,6900 ,32874 ,5769 ,23735 ,5089 ,10742 ,3092 ,1667 ,983 ,3 ,17 ,0 ,0 ,0 ,0 
Dec.24,3호선,331,남부터미널(예술의전당),16 ,0 ,3145 ,1288 ,8929 ,29160 ,26761 ,63490 ,43692 ,154028 ,37437 ,89163 ,37699 ,58676 ,44659 ,46630 ,46090 ,49685 ,51172 ,55882 ,56951 ,54002 ,63504 ,53879 ,80576 ,56204 ,119359 ,64064 ,136597 ,66622 ,65899 ,43005 ,47982 ,27278 ,42987 ,21553 ,32003 ,16979 ,8763 ,10501 ,1013 ,3112 ,1 ,39 ,0 ,0 ,0 ,0 
Dec.24,3호선,332,양재(서초구청),46 ,2 ,5191 ,3023 ,13343 ,39381 ,34586 ,104556 ,45081 ,217870 ,32542 ,119210 ,32579 ,59262 ,36325 ,53592 ,41816 ,46448 ,49263 ,48875 ,57068 ,45898 ,66548 ,46406 ,81616 ,55442 ,132320 ,78023 ,179526 ,85015 ,89465 ,53198 ,68402 ,33930 ,67273 ,30994 ,46110 ,26248 ,16140 ,14517 ,1853 ,4144 ,12 ,100 ,2 ,11 ,0 ,0 
Dec.24,3호선,333,매봉,19 ,0 ,1754 ,746 ,6687 ,9874 ,18010 ,24330 ,22148 ,73468 ,15768 ,33445 ,15716 ,17539 ,15969 ,17789 ,16356 ,15156 ,18058 ,14835 ,20887 ,14397 ,23187 ,15796 ,26300 ,17190 ,41846 ,23434 ,58659 ,26371 ,20760 ,17061 ,16303 ,10700 ,17971 ,9878 ,11139 ,9094 ,3493 ,5055 ,526 ,1613 ,1 ,91 ,0 ,0 ,0 ,0 
Dec.24,3호선,334,도곡,58 ,0 ,1121 ,353 ,4132 ,4679 ,11883 ,14130 ,15120 ,21323 ,9843 ,16897 ,8749 ,8287 ,8694 ,8796 ,8917 ,7892 ,9027 ,8889 ,10348 ,8827 ,11648 ,8773 ,13926 ,9689 ,19042 ,12239 ,18132 ,13275 ,9451 ,10611 ,7189 ,6958 ,6377 ,6747 ,4881 ,5799 ,1341 ,3606 ,213 ,2084 ,0 ,339 ,0 ,11 ,0 ,0 
Dec.24,3호선,335,대치,36 ,0 ,2802 ,626 ,12529 ,8010 ,28849 ,11282 ,30074 ,26252 ,18470 ,19234 ,16354 ,14519 ,15895 ,13468 ,16745 ,16983 ,17172 ,20650 ,17503 ,21142 ,19704 ,22978 ,22688 ,26466 ,30964 ,31977 ,28893 ,33290 ,18181 ,24580 ,13109 ,15040 ,14536 ,14894 ,21986 ,12743 ,2923 ,7518 ,333 ,2369 ,9 ,36 ,0 ,0 ,0 ,0 
Dec.24,3호선,336,학여울,1 ,0 ,540 ,169 ,1936 ,1780 ,4216 ,3323 ,4481 ,9105 ,3583 ,8003 ,3306 ,6679 ,4109 ,5958 ,5393 ,6109 ,6350 ,6912 ,6735 ,6228 ,7669 ,4746 ,8699 ,4043 ,9876 ,4290 ,8435 ,4607 ,2663 ,3635 ,1882 ,2656 ,1480 ,2565 ,976 ,2181 ,249 ,1294 ,49 ,446 ,2 ,6 ,0 ,0 ,0 ,0 
Dec.24,3호선,337,대청,68 ,1 ,3654 ,1056 ,11472 ,6425 ,30212 ,16694 ,38936 ,28018 ,22283 ,13063 ,18712 ,9863 ,17052 ,9465 ,16581 ,11130 ,16458 ,12597 ,17160 ,14420 ,18753 ,16680 ,20654 ,18854 ,25919 ,23603 ,28494 ,31122 ,11812 ,25127 ,8630 ,17598 ,6784 ,16963 ,5608 ,16857 ,1876 ,9485 ,372 ,3411 ,1 ,53 ,0 ,0 ,0 ,0 
Dec.24,3호선,338,일원,3 ,1 ,2378 ,1690 ,8873 ,11271 ,23728 ,32403 ,25168 ,26650 ,18921 ,19964 ,20216 ,17436 ,20164 ,13141 ,19583 ,15871 ,17627 ,17233 ,21146 ,17233 ,24930 ,15988 ,31622 ,15368 ,37301 ,17410 ,19262 ,22383 ,10526 ,17787 ,6554 ,12885 ,4834 ,12364 ,3759 ,12715 ,1333 ,5624 ,186 ,1823 ,3 ,52 ,0 ,0 ,0 ,0 
Dec.24,3호선,339,수서,146 ,4 ,4849 ,2474 ,12666 ,16225 ,37854 ,34836 ,45637 ,56525 ,34042 ,36481 ,41018 ,25430 ,32187 ,23609 ,38192 ,29104 ,34358 ,25199 ,27774 ,27531 ,38915 ,32481 ,43449 ,35981 ,51382 ,43626 ,54464 ,56035 ,24835 ,40977 ,25758 ,30455 ,17177 ,26803 ,16789 ,23654 ,8181 ,10513 ,682 ,3826 ,7 ,360 ,0 ,0 ,0 ,0 
Dec.24,3호선,340,가락시장,56 ,18 ,2960 ,680 ,7189 ,5553 ,20367 ,11371 ,22545 ,26023 ,16633 ,14149 ,15997 ,11305 ,15384 ,12949 ,15528 ,14153 ,15584 ,14184 ,16429 ,15217 ,18024 ,17296 ,19585 ,19940 ,23321 ,24728 ,27596 ,30493 ,13145 ,19814 ,11592 ,13041 ,10758 ,11875 ,8093 ,10517 ,3388 ,5836 ,590 ,1903 ,7 ,74 ,0 ,0 ,0 ,0 
Dec.24,3호선,341,경찰병원,17 ,2 ,3104 ,282 ,7797 ,3124 ,22648 ,9758 ,25874 ,27382 ,15771 ,14822 ,12500 ,9155 ,11584 ,8002 ,11012 ,8494 ,11002 ,10020 ,11494 ,9557 ,12068 ,10293 ,11768 ,12115 ,16925 ,17492 ,19037 ,23009 ,7771 ,17292 ,6275 ,11128 ,5471 ,10334 ,3631 ,8797 ,1206 ,5726 ,215 ,1629 ,1 ,13 ,0 ,7 ,0 ,0 
Dec.24,3호선,342,오금,12 ,0 ,4688 ,15 ,8908 ,2236 ,27756 ,6198 ,31262 ,12647 ,16471 ,6475 ,10904 ,5601 ,8995 ,5484 ,9514 ,6423 ,8721 ,7050 ,8052 ,7356 ,7915 ,9579 ,10001 ,11364 ,11798 ,15404 ,12271 ,21787 ,4569 ,15965 ,3751 ,10977 ,3094 ,10608 ,2652 ,10455 ,898 ,6135 ,159 ,2535 ,0 ,27 ,0 ,2 ,0 ,0 
Dec.24,4호선,409,당고개,93 ,0 ,8455 ,31 ,17070 ,4281 ,43786 ,6516 ,36609 ,9911 ,23945 ,10018 ,18285 ,9375 ,16678 ,9520 ,17080 ,10352 ,16813 ,11181 ,14964 ,12757 ,14141 ,15168 ,14785 ,18151 ,14352 ,20212 ,12257 ,27303 ,7249 ,24831 ,5198 ,17991 ,4688 ,16202 ,3086 ,15377 ,1752 ,10579 ,358 ,3976 ,3 ,484 ,0 ,8 ,0 ,1 
Dec.24,4호선,410,상계,78 ,9 ,14839 ,237 ,38019 ,6911 ,83015 ,16937 ,73645 ,20916 ,46322 ,18233 ,35557 ,15631 ,32655 ,18003 ,35721 ,22847 ,32900 ,23645 ,28846 ,25640 ,28239 ,32092 ,30404 ,39490 ,29861 ,47739 ,24981 ,67288 ,16041 ,58365 ,12420 ,37963 ,11547 ,35394 ,10814 ,32760 ,3812 ,22082 ,759 ,6553 ,9 ,773 ,0 ,0 ,0 ,0 
Dec.24,4호선,411,노원,265 ,5 ,12640 ,736 ,23983 ,9181 ,53347 ,13803 ,57692 ,34840 ,36462 ,36700 ,31171 ,29151 ,32929 ,31931 ,36852 ,35683 ,36612 ,40394 ,37814 ,38659 ,40948 ,43871 ,42997 ,52805 ,43567 ,63891 ,39409 ,91009 ,29605 ,69097 ,31782 ,44128 ,29452 ,38636 ,26234 ,34845 ,12482 ,23254 ,2859 ,8331 ,26 ,1071 ,0 ,0 ,0 ,0 
Dec.24,4호선,412,창동,1913 ,103 ,16302 ,2479 ,37825 ,11747 ,86197 ,18906 ,79509 ,45706 ,51770 ,36138 ,46375 ,33913 ,45535 ,34721 ,46825 ,42069 ,45788 ,48622 ,44891 ,51149 ,49787 ,55666 ,54594 ,61647 ,53394 ,73247 ,53301 ,92710 ,30682 ,76701 ,23774 ,49701 ,21770 ,45583 ,17051 ,41835 ,7431 ,25978 ,1518 ,9391 ,9 ,221 ,0 ,0 ,0 ,0 
Dec.24,4호선,413,쌍문,157 ,6 ,24397 ,1215 ,52186 ,8342 ,121188 ,15602 ,126950 ,28986 ,80243 ,22633 ,58981 ,22290 ,51869 ,25605 ,52005 ,29886 ,48965 ,33631 ,43347 ,36753 ,42064 ,49233 ,43866 ,60603 ,42483 ,73472 ,36629 ,104913 ,23750 ,96110 ,17579 ,64208 ,14442 ,58098 ,11008 ,53320 ,5021 ,35000 ,867 ,10442 ,6 ,111 ,0 ,0 ,0 ,0 
Dec.24,4호선,414,수유(강북구청),83 ,0 ,22078 ,3151 ,44390 ,10868 ,105659 ,20270 ,120857 ,53268 ,80325 ,39707 ,59630 ,32873 ,57463 ,36941 ,59512 ,39843 ,59423 ,45570 ,56628 ,50776 ,56321 ,60619 ,60587 ,76783 ,62025 ,92438 ,65761 ,126767 ,40411 ,107433 ,31279 ,72690 ,28328 ,67812 ,22815 ,61446 ,12484 ,40279 ,2252 ,10730 ,12 ,75 ,0 ,0 ,0 ,0 
Dec.24,4호선,415,미아(서울사이버대학),17 ,2 ,11822 ,1538 ,20204 ,5589 ,46350 ,15728 ,52795 ,37589 ,37128 ,21449 ,28679 ,17468 ,26575 ,20937 ,29588 ,18653 ,27391 ,21570 ,26832 ,24100 ,27168 ,29199 ,31083 ,33694 ,30520 ,38226 ,30190 ,46527 ,17504 ,38940 ,13208 ,25611 ,11185 ,23878 ,8126 ,20654 ,3057 ,13749 ,499 ,3793 ,16 ,42 ,0 ,0 ,0 ,0 
